Rank,Ticker,Sector,Industry,Universe,Relative Strength,Percentile,1 Month Ago,3 Months Ago,6 Months Ago
1122,HK.01761,科技,電子商貿及互聯網服務,N/A,-23.33,52,79,71,98
1123,HK.02308,科技,電腦及周邊產品,N/A,-23.67,52,39,38,67
1124,HK.00379,金融證券,消費信貸及貸款融資,N/A,-23.79,52,64,37,88
1125,HK.08189,保健/生物科技,化肥與農用藥劑,N/A,-23.91,52,13,25,5
1126,HK.02892,地產,中國房地產,N/A,-24.29,52,48,58,73
1127,HK.01402,科技,軟件及資訊科技顧問,N/A,-24.38,52,68,47,30
1128,HK.02356,銀行,綜合性銀行,N/A,-24.72,52,40,53,63
1129,HK.00331,建築及建築材料,建築,N/A,-24.8,52,32,20,9
1130,HK.00521,物流運輸,航空貨運與物流,N/A,-24.86,52,43,44,42
1131,HK.01712,金屬/採礦,金屬採礦及相關貿易,N/A,-25.09,52,61,48,88
1132,HK.09929,建築及建築材料,建築,N/A,-25.15,52,49,39,45
1133,HK.01312,保健/生物科技,生物科技,N/A,-25.16,52,49,82,79
1134,HK.01586,其他,綜合支援服務,N/A,-25.49,51,46,30,18
1135,HK.02288,地產,綜合地產,N/A,-25.5,51,52,51,38
1136,HK.83012,其他,交易所買賣基金,N/A,-25.93,51,46,54,57
1137,HK.01657,零售/貿易,成衣及服飾零售,N/A,-26.13,51,33,40,13
1138,HK.00778,地產,房地產投資信託基金,N/A,-26.18,51,46,29,36
1139,HK.00656,綜合企業,綜合企業,N/A,-26.32,51,45,72,81
1140,HK.08172,影視/傳媒,影視娛樂,N/A,-26.38,51,13,15,3
1141,HK.03326,零售/貿易,鐘錶珠寶,N/A,-26.62,51,69,29,29
1142,HK.01299,金融證券,保險,N/A,-26.77,51,41,56,54
1143,HK.00543,科技,電子商貿及互聯網服務,N/A,-26.83,51,50,60,58
1144,HK.03866,銀行,綜合性銀行,N/A,-26.88,51,44,53,59
1145,HK.01771,零售/貿易,汽車零售,N/A,-27.2,51,54,26,11
1146,HK.03331,工業,個人及家居用品,N/A,-27.51,51,60,67,54
1147,HK.00677,食品/飲料製造,農產品,N/A,-27.54,51,63,64,61
1148,HK.01757,建築及建築材料,建築,N/A,-27.56,51,65,25,20
1149,HK.08149,地產,地產投資,N/A,-27.77,51,51,70,66
1150,HK.00039,食品/飲料製造,包裝食品與肉類,N/A,-27.81,51,47,86,68
1151,HK.01786,工業,工業機械及設備,N/A,-28.08,51,53,42,46
1152,HK.08416,工業,造紙、印刷及包裝,N/A,-28.19,51,68,7,8
1153,HK.01548,保健/生物科技,生物科技,N/A,-28.3,51,26,9,5
1154,HK.08299,金屬/採礦,金屬採礦及相關貿易,N/A,-28.33,51,43,46,22
1155,HK.01133,工業,工業機械及設備,N/A,-28.35,51,54,29,12
1156,HK.01988,銀行,綜合性銀行,N/A,-28.36,51,51,65,85
1157,HK.01375,金融證券,證券及經紀業,N/A,-28.58,50,34,37,51
1158,HK.00220,食品/飲料製造,飲品,N/A,-28.75,50,48,48,76
1159,HK.09998,建築及建築材料,建築,N/A,-28.83,50,33,55,63
1160,HK.02196,保健/生物科技,製藥,N/A,-28.94,50,40,74,70
1161,HK.00878,地產,地產投資,N/A,-29.04,50,48,52,59
1162,HK.02022,科技,軟件及資訊科技顧問,N/A,-29.1,50,9,14,70
1163,HK.00622,金融證券,證券及經紀業,N/A,-29.14,50,41,53,57
1164,HK.06033,科技,電訊服務,N/A,-29.36,50,33,13,16
1165,HK.02176,科技,軟件及資訊科技顧問,N/A,-29.39,50,73,85,75
1166,HK.03336,科技,電腦及周邊產品,N/A,-29.5,50,39,57,92
1167,HK.00436,工業,環保產品及服務,N/A,-29.96,50,25,25,25
1168,HK.00968,工業,環保產品及服務,N/A,-29.99,50,37,79,45
1169,HK.01301,建築及建築材料,建築材料,N/A,-30.17,50,47,72,59
1170,HK.08447,飲食/酒店/旅遊,食肆,N/A,-30.21,50,73,16,11
1171,HK.00784,建築及建築材料,建築,N/A,-30.36,50,39,78,64
1172,HK.00028,地產,中國房地產,N/A,-30.44,50,37,58,40
1173,HK.01508,金融證券,保險,N/A,-30.49,50,48,53,34
1174,HK.00405,地產,房地產投資信託基金,N/A,-30.52,50,38,61,58
1175,HK.00014,地產,地產投資,N/A,-30.76,50,51,66,65
1176,HK.01856,零售/貿易,鐘錶珠寶,N/A,-30.76,50,36,51,31
1177,HK.02153,建築及建築材料,建築,N/A,-30.77,50,45,73,80
1178,HK.00337,地產,中國房地產,N/A,-30.87,50,83,79,86
1179,HK.02708,科技,軟件及資訊科技顧問,N/A,-31.18,50,28,56,57
1180,HK.08281,工業,個人及家居用品,N/A,-31.25,49,45,55,11
1181,HK.00152,基建,公路基建,N/A,-31.25,49,67,81,78
1182,HK.02078,金屬/採礦,金屬採礦及相關貿易,N/A,-31.27,49,68,74,83
1183,HK.01841,工業,造紙、印刷及包裝,N/A,-31.37,49,62,55,46
1184,HK.08328,電子,電器部件及設備,N/A,-31.47,49,58,61,20
1185,HK.02869,地產,中國房地產,N/A,-31.5,49,48,56,65
1186,HK.01221,飲食/酒店/旅遊,酒店,N/A,-31.53,49,44,56,73
1187,HK.00125,紡織/服飾製造,視力產品,N/A,-31.55,49,58,57,60
1188,HK.09916,地產,物業管理及代理,N/A,-31.74,49,52,61,65
1189,HK.00016,地產,綜合地產,N/A,-31.78,49,42,63,63
1190,HK.00097,零售/貿易,百貨公司,N/A,-31.84,49,48,44,53
1191,HK.00553,科技,電訊及網絡器材,N/A,-32.19,49,51,19,89
1192,HK.03998,紡織/服飾製造,紡織及成衣,N/A,-32.28,49,66,74,10
1193,HK.08607,紡織/服飾製造,紡織及成衣,N/A,-32.48,49,73,86,95
1194,HK.00387,工業,工業機械及設備,N/A,-32.51,49,25,46,30
1195,HK.00017,地產,綜合地產,N/A,-32.72,49,36,60,70
1196,HK.00685,影視/傳媒,出版,N/A,-32.82,49,45,54,38
1197,HK.01686,科技,軟件及資訊科技顧問,N/A,-33.11,49,46,55,61
1198,HK.00052,飲食/酒店/旅遊,食肆,N/A,-33.29,49,47,59,60
1199,HK.00035,地產,綜合地產,N/A,-33.44,49,31,31,61
1200,HK.00257,綜合企業,綜合企業,N/A,-33.48,49,55,19,15
1201,HK.01476,金融證券,證券及經紀業,N/A,-33.55,49,17,26,37
1202,HK.09618,科技,電子商貿及互聯網服務,N/A,-33.71,49,67,64,36
1203,HK.01551,銀行,綜合性銀行,N/A,-33.72,49,39,41,62
1204,HK.00434,科技,軟件及資訊科技顧問,N/A,-33.81,49,47,56,66
1205,HK.01836,紡織/服飾製造,鞋類,N/A,-33.98,48,55,66,44
1206,HK.09908,公用事業,燃氣公用事業,N/A,-34.18,48,42,16,51
1207,HK.01125,地產,中國房地產,N/A,-34.22,48,44,61,74
1208,HK.01495,建築及建築材料,建築,N/A,-34.39,48,16,23,5
1209,HK.01209,地產,物業管理及代理,N/A,-34.61,48,36,38,39
1210,HK.00435,地產,房地產投資信託基金,N/A,-34.65,48,47,38,28
1211,HK.01237,工業,家居耐用消費品,N/A,-34.67,48,39,77,85
1212,HK.00023,銀行,綜合性銀行,N/A,-34.68,48,46,62,73
1213,HK.00989,地產,中國房地產,N/A,-34.86,48,67,11,31
1214,HK.00979,工業,環保產品及服務,N/A,-34.86,48,62,49,75
1215,HK.00353,石油化工,石油/燃氣設備及服務,N/A,-34.97,48,70,79,40
1216,HK.00864,地產,地產投資,N/A,-34.99,48,56,61,41
1217,HK.01475,食品/飲料製造,包裝食品與肉類,N/A,-35.25,48,38,37,63
1218,HK.02205,地產,物業管理及代理,N/A,-35.27,48,42,40,51
1219,HK.00673,保健/生物科技,醫療保健服務,N/A,-35.39,48,52,65,18
1220,HK.03836,零售/貿易,汽車零售,N/A,-35.4,48,43,16,21
1221,HK.00603,公用事業,燃氣公用事業,N/A,-35.55,48,26,43,17
1222,HK.00869,工業,玩具,N/A,-35.56,48,29,39,17
1223,HK.00599,工業,家居耐用消費品,N/A,-35.68,48,22,13,31
1224,HK.00848,零售/貿易,百貨公司,N/A,-35.83,48,41,80,71
1225,HK.03882,工業,個人及家居用品,N/A,-35.89,48,41,40,74
1226,HK.00173,地產,綜合地產,N/A,-35.9,48,50,61,75
1227,HK.08319,科技,軟件及資訊科技顧問,N/A,-35.93,48,58,76,25
1228,HK.01532,紡織/服飾製造,紡織及成衣,N/A,-36.0,47,86,52,13
1229,HK.00621,金屬/採礦,金屬採礦及相關貿易,N/A,-36.02,47,44,13,61
1230,HK.01298,保健/生物科技,醫療保健設備及用品,N/A,-36.07,47,65,80,91
1231,HK.00069,飲食/酒店/旅遊,酒店,N/A,-36.09,47,42,54,72
1232,HK.06812,工業,環保產品及服務,N/A,-36.14,47,36,39,52
1233,HK.01682,紡織/服飾製造,紡織及成衣,N/A,-36.18,47,72,67,75
1234,HK.00682,食品/飲料製造,農產品,N/A,-36.23,47,20,76,86
1235,HK.00464,工業,個人及家居用品,N/A,-36.29,47,54,40,38
1236,HK.00768,金融證券,投資控股及資產管理,N/A,-36.3,47,48,76,24
1237,HK.01123,工業,個人及家居用品,N/A,-36.7,47,55,63,58
1238,HK.02698,紡織/服飾製造,紡織及成衣,N/A,-36.72,47,46,17,13
1239,HK.08291,工業,造紙、印刷及包裝,N/A,-36.78,47,34,25,87
1240,HK.00887,零售/貿易,鐘錶珠寶,N/A,-36.86,47,30,15,16
1241,HK.00581,金屬/採礦,金屬採礦及相關貿易,N/A,-37.09,47,34,35,40
1242,HK.00298,地產,綜合地產,N/A,-37.23,47,41,54,70
1243,HK.02066,銀行,綜合性銀行,N/A,-37.24,47,43,44,46
1244,HK.00932,保健/生物科技,醫療保健設備及用品,N/A,-37.33,47,30,21,2
1245,HK.01987,建築及建築材料,建築,N/A,-37.48,47,99,99,71
1246,HK.02358,電子,電子消費品,N/A,-37.54,47,29,53,67
1247,HK.00355,飲食/酒店/旅遊,酒店,N/A,-37.58,47,67,56,50
1248,HK.08348,物流運輸,航空貨運與物流,N/A,-37.7,47,27,28,39
1249,HK.01055,航空,航空服務,N/A,-37.71,47,34,22,41
1250,HK.00595,科技,半導體,N/A,-37.83,47,55,30,17
1251,HK.00636,物流運輸,航空貨運與物流,N/A,-37.85,47,73,44,54
1252,HK.03626,工業,造紙、印刷及包裝,N/A,-37.96,46,36,68,9
1253,HK.02727,工業,工業機械及設備,N/A,-37.99,46,54,51,63
1254,HK.08066,石油化工,石油/燃氣加工及分銷,N/A,-38.14,46,35,67,74
1255,HK.00661,金屬/採礦,金屬採礦及相關貿易,N/A,-38.16,46,60,83,18
1256,HK.01513,保健/生物科技,製藥,N/A,-38.23,46,25,51,77
1257,HK.03658,地產,物業管理及代理,N/A,-38.23,46,48,66,92
1258,HK.06939,電子,電器部件及設備,N/A,-38.3,46,35,67,64
1259,HK.01582,建築及建築材料,建築,N/A,-38.33,46,44,48,56
1260,HK.02377,工業,環保產品及服務,N/A,-38.41,46,56,71,93
1261,HK.01953,建築及建築材料,建築,N/A,-38.46,46,66,27,32
1262,HK.08329,保健/生物科技,製藥,N/A,-38.66,46,53,84,80
1263,HK.00431,金融證券,消費信貸及貸款融資,N/A,-38.85,46,48,33,70
1264,HK.02381,工業,家居耐用消費品,N/A,-38.89,46,45,58,30
1265,HK.01126,工業,玩具,N/A,-39.04,46,72,43,62
1266,HK.00375,紡織/服飾製造,紡織及成衣,N/A,-39.09,46,46,47,73
1267,HK.02139,銀行,綜合性銀行,N/A,-39.1,46,44,56,77
1268,HK.00087,綜合企業,綜合企業,N/A,-39.38,46,30,52,37
1269,HK.00519,地產,綜合地產,N/A,-39.43,46,37,58,88
1270,HK.00122,紡織/服飾製造,紡織及成衣,N/A,-39.49,46,41,62,36
1271,HK.01748,物流運輸,海運,N/A,-39.56,46,57,27,9
1272,HK.00064,金融證券,證券及經紀業,N/A,-39.87,46,49,61,71
1273,HK.03389,零售/貿易,鐘錶珠寶,N/A,-39.92,46,41,54,48
1274,HK.01049,工業,家居耐用消費品,N/A,-39.93,46,81,21,12
1275,HK.00743,建築及建築材料,建築材料,N/A,-40.23,45,54,70,63
1276,HK.00841,工業,環保產品及服務,N/A,-40.4,45,75,47,20
1277,HK.00148,電子,電器部件及設備,N/A,-40.4,45,23,38,58
1278,HK.00262,地產,中國房地產,N/A,-40.48,45,44,25,75
1279,HK.01029,金屬/採礦,金屬採礦及相關貿易,N/A,-40.54,45,69,28,9
1280,HK.03686,地產,物業管理及代理,N/A,-40.58,45,40,57,59
1281,HK.01823,基建,公路基建,N/A,-40.59,45,2,2,1
1282,HK.00216,地產,中國房地產,N/A,-40.67,45,40,53,54
1283,HK.09938,建築及建築材料,建築,N/A,-40.79,45,65,57,62
1284,HK.01613,科技,軟件及資訊科技顧問,N/A,-40.81,45,75,71,96
1285,HK.00026,地產,地產投資,N/A,-40.85,45,41,55,43
1286,HK.00019,綜合企業,綜合企業,N/A,-40.93,45,32,58,37
1287,HK.08013,科技,軟件及資訊科技顧問,N/A,-40.94,45,63,8,34
1288,HK.01122,工業,汽車,N/A,-40.97,45,44,45,42
1289,HK.03337,石油化工,石油/燃氣設備及服務,N/A,-41.05,45,51,50,22
1290,HK.02357,航空,航空支援及其他服務,N/A,-41.18,45,63,61,67
1291,HK.00527,公用事業,環保公用事業,N/A,-41.45,45,30,76,76
1292,HK.00021,地產,中國房地產,N/A,-41.53,45,81,82,15
1293,HK.01972,地產,地產投資,N/A,-41.69,45,30,55,63
1294,HK.01199,物流運輸,海運,N/A,-42.27,45,27,23,25
1295,HK.08246,工業,環保產品及服務,N/A,-42.32,45,38,69,64
1296,HK.08371,飲食/酒店/旅遊,食肆,N/A,-42.39,45,61,72,62
1297,HK.01627,建築及建築材料,建築,N/A,-42.48,45,40,47,26
1298,HK.02337,石油化工,石油/燃氣加工及分銷,N/A,-42.52,45,13,7,21
1299,HK.08635,金融證券,其它綜合性金融服務,N/A,-42.93,44,47,10,23
1300,HK.02393,保健/生物科技,醫療保健設備及用品,N/A,-42.97,44,31,32,74
1301,HK.03799,食品/飲料製造,包裝食品與肉類,N/A,-43.06,44,39,22,58
1302,HK.00672,地產,中國房地產,N/A,-43.1,44,55,58,69
1303,HK.00135,公用事業,燃氣公用事業,N/A,-43.24,44,41,36,43
1304,HK.01218,地產,綜合地產,N/A,-43.41,44,30,18,35
1305,HK.06886,金融證券,證券及經紀業,N/A,-43.45,44,32,15,46
1306,HK.00230,地產,中國房地產,N/A,-43.51,44,33,30,55
1307,HK.00522,科技,半導體,N/A,-43.52,44,44,67,73
1308,HK.00713,工業,個人及家居用品,N/A,-43.62,44,17,13,16
1309,HK.03903,金融證券,消費信貸及貸款融資,N/A,-43.99,44,52,25,9
1310,HK.03339,工業,工業機械及設備,N/A,-44.0,44,41,47,41
1311,HK.00906,工業,造紙、印刷及包裝,N/A,-44.08,44,28,23,65
1312,HK.00934,石油化工,石油/燃氣設備及服務,N/A,-44.47,44,55,28,42
1313,HK.02005,保健/生物科技,製藥,N/A,-44.62,44,71,75,85
1314,HK.03969,基建,鐵路基建,N/A,-44.64,44,53,42,48
1315,HK.00103,工業,汽車,N/A,-44.87,44,30,13,20
1316,HK.00631,工業,工業機械及設備,N/A,-45.06,44,19,42,14
1317,HK.01153,地產,物業管理及代理,N/A,-45.19,44,44,73,40
1318,HK.01997,地產,地產投資,N/A,-45.24,44,37,64,37
1319,HK.00260,金融證券,消費信貸及貸款融資,N/A,-45.31,44,17,86,86
1320,HK.01183,建築及建築材料,建築,N/A,-45.31,44,36,59,42
1321,HK.02156,地產,物業管理及代理,N/A,-45.38,44,37,19,35
1322,HK.08283,工業,汽車,N/A,-45.53,44,57,60,14
1323,HK.01486,建築及建築材料,建築,N/A,-45.69,43,45,44,55
1324,HK.03121,其他,交易所買賣基金,N/A,-45.94,43,38,52,51
1325,HK.01775,其他,綜合支援服務,N/A,-45.95,43,18,21,19
1326,HK.00687,建築及建築材料,建築,N/A,-46.02,43,61,52,66
1327,HK.09074,其他,交易所買賣基金,N/A,-46.41,43,27,24,33
1328,HK.01222,綜合企業,綜合企業,N/A,-46.48,43,25,14,23
1329,HK.00080,金融證券,投資控股及資產管理,N/A,-46.55,43,47,12,32
1330,HK.01561,石油化工,綜合化工產品,N/A,-46.67,43,38,45,49
1331,HK.00533,紡織/服飾製造,紡織及成衣,N/A,-46.68,43,33,44,49
1332,HK.09918,電子,電器部件及設備,N/A,-46.82,43,45,37,64
1333,HK.08475,飲食/酒店/旅遊,食肆,N/A,-46.95,43,72,86,98
1334,HK.01811,公用事業,電力公用事業,N/A,-47.04,43,45,4,1
1335,HK.08168,金融證券,其它綜合性金融服務,N/A,-47.18,43,66,89,83
1336,HK.08657,金融證券,投資控股及資產管理,N/A,-47.32,43,67,41,74
1337,HK.08128,工業,環保產品及服務,N/A,-47.37,43,46,44,23
1338,HK.02293,保健/生物科技,醫療保健服務,N/A,-47.38,43,28,37,34
1339,HK.00168,食品/飲料製造,飲品,N/A,-47.77,43,55,24,83
1340,HK.09804,其他,交易所買賣基金,N/A,-47.8,43,27,29,26
1341,HK.08609,食品/飲料製造,農產品,N/A,-47.82,43,57,74,47
1342,HK.03699,地產,中國房地產,N/A,-47.92,43,50,46,56
1343,HK.02322,綜合企業,綜合企業,N/A,-48.09,43,49,45,79
1344,HK.00154,工業,環保產品及服務,N/A,-48.18,43,57,65,19
1345,HK.00104,零售/貿易,鐘錶珠寶,N/A,-48.23,43,51,73,56
1346,HK.08049,保健/生物科技,生物科技,N/A,-48.24,42,49,23,70
1347,HK.00992,科技,電腦及周邊產品,N/A,-48.26,42,37,33,34
1348,HK.00217,金屬/採礦,煤炭開採及相關貿易,N/A,-48.38,42,40,53,48
1349,HK.00535,地產,中國房地產,N/A,-48.77,42,42,49,84
1350,HK.01929,零售/貿易,鐘錶珠寶,N/A,-48.8,42,25,41,15
1351,HK.00753,航空,航空服務,N/A,-48.97,42,30,26,52
1352,HK.06182,建築及建築材料,建築材料,N/A,-49.13,42,53,20,7
1353,HK.01319,金融證券,消費信貸及貸款融資,N/A,-49.23,42,46,58,71
1354,HK.01099,保健/生物科技,製藥,N/A,-49.73,42,33,66,44
1355,HK.00659,綜合企業,綜合企業,N/A,-49.77,42,39,42,47
1356,HK.00266,地產,地產投資,N/A,-49.83,42,50,57,53
1357,HK.02188,工業,汽車,N/A,-49.84,42,45,53,74
1358,HK.00205,影視/傳媒,廣告,N/A,-50.04,42,29,5,1
1359,HK.09906,保健/生物科技,醫療保健服務,N/A,-50.08,42,24,15,35
1360,HK.08043,科技,電訊及網絡器材,N/A,-50.13,42,64,32,21
1361,HK.09809,其他,交易所買賣基金,N/A,-50.15,42,22,23,13
1362,HK.02125,影視/傳媒,影視娛樂,N/A,-50.17,42,75,13,99
1363,HK.01272,工業,環保產品及服務,N/A,-50.24,42,51,31,26
1364,HK.08333,金融證券,證券及經紀業,N/A,-50.28,42,79,12,14
1365,HK.06865,工業,工業用品,N/A,-50.37,42,22,25,15
1366,HK.00201,飲食/酒店/旅遊,酒店,N/A,-50.55,42,35,20,33
1367,HK.03074,其他,交易所買賣基金,N/A,-50.59,42,26,25,32
1368,HK.00131,地產,中國房地產,N/A,-50.85,42,42,56,69
1369,HK.00287,地產,地產投資,N/A,-50.99,42,26,29,55
1370,HK.00808,地產,房地產投資信託基金,N/A,-51.04,41,31,20,22
1371,HK.01332,工業,造紙、印刷及包裝,N/A,-51.05,41,55,16,29
1372,HK.00237,地產,地產投資,N/A,-51.28,41,35,43,63
1373,HK.01651,工業,工業機械及設備,N/A,-51.28,41,41,27,17
1374,HK.01632,飲食/酒店/旅遊,食肆,N/A,-51.4,41,38,36,85
1375,HK.02263,金融證券,證券及經紀業,N/A,-51.49,41,85,77,48
1376,HK.08028,金屬/採礦,金屬採礦及相關貿易,N/A,-51.51,41,70,79,51
1377,HK.01518,保健/生物科技,醫療保健服務,N/A,-51.62,41,66,80,81
1378,HK.01802,建築及建築材料,建築,N/A,-51.8,41,29,72,84
1379,HK.02323,電子,電器部件及設備,N/A,-51.94,41,93,88,96
1380,HK.02017,建築及建築材料,建築,N/A,-51.96,41,80,83,89
1381,HK.03737,保健/生物科技,製藥,N/A,-52.0,41,74,81,82
1382,HK.02349,地產,中國房地產,N/A,-52.18,41,31,54,3
1383,HK.02611,金融證券,證券及經紀業,N/A,-52.23,41,40,20,40
1384,HK.00788,科技,電訊服務,N/A,-52.29,41,49,65,66
1385,HK.01876,食品/飲料製造,飲品,N/A,-52.31,41,37,43,84
1386,HK.00973,零售/貿易,美容護膚,N/A,-52.36,41,42,12,23
1387,HK.00752,其他,綜合支援服務,N/A,-52.43,41,43,34,55
1388,HK.00517,物流運輸,海港與服務,N/A,-52.58,41,20,42,55
1389,HK.02098,其他,綜合支援服務,N/A,-52.59,41,36,61,85
1390,HK.00525,基建,鐵路基建,N/A,-52.69,41,35,46,44
1391,HK.00733,地產,物業管理及代理,N/A,-52.73,41,79,94,17
1392,HK.02238,工業,汽車,N/A,-52.8,41,63,22,42
1393,HK.00071,飲食/酒店/旅遊,綜合旅遊、酒店及食肆,N/A,-52.82,40,40,50,71
1394,HK.00269,基建,公路基建,N/A,-52.94,40,13,5,70
1395,HK.09958,影視/傳媒,影視娛樂,N/A,-52.94,40,76,78,71
1396,HK.08436,零售/貿易,美容護膚,N/A,-53.14,40,82,75,41
1397,HK.01968,紡織/服飾製造,紡織及成衣,N/A,-53.28,40,38,56,62
1398,HK.00422,工業,汽車,N/A,-53.32,40,51,37,37
1399,HK.01469,金融證券,證券及經紀業,N/A,-53.48,40,59,31,59
1400,HK.08036,金融證券,其它綜合性金融服務,N/A,-53.53,40,46,34,38
1401,HK.01231,金屬/採礦,金屬採礦及相關貿易,N/A,-53.6,40,35,94,30
1402,HK.01633,建築及建築材料,建築,N/A,-53.63,40,9,72,18
1403,HK.08232,飲食/酒店/旅遊,食肆,N/A,-53.69,40,67,66,17
1404,HK.08146,食品/飲料製造,飲品,N/A,-53.75,40,38,55,27
1405,HK.00149,地產,中國房地產,N/A,-53.75,40,39,37,64
1406,HK.03369,物流運輸,海港與服務,N/A,-53.93,40,42,42,44
1407,HK.00004,地產,中國房地產,N/A,-54.17,40,24,22,19
1408,HK.01591,建築及建築材料,建築,N/A,-54.21,40,83,60,17
1409,HK.03848,金融證券,消費信貸及貸款融資,N/A,-54.41,40,44,49,76
1410,HK.01216,銀行,綜合性銀行,N/A,-54.71,40,49,73,68
1411,HK.01749,紡織/服飾製造,紡織及成衣,N/A,-54.72,40,27,36,16
1412,HK.08241,食品/飲料製造,飲品,N/A,-54.81,40,26,51,17
1413,HK.02031,保健/生物科技,醫療保健設備及用品,N/A,-54.81,40,53,73,62
1414,HK.00027,飲食/酒店/旅遊,賭場與賭博,N/A,-54.85,40,40,63,90
1415,HK.00637,金屬/採礦,金屬採礦及相關貿易,N/A,-54.89,40,49,59,21
1416,HK.00053,地產,綜合地產,N/A,-54.97,40,39,49,54
1417,HK.00582,飲食/酒店/旅遊,酒店,N/A,-55.01,39,44,55,31
1418,HK.06869,科技,電訊及網絡器材,N/A,-55.16,39,52,25,16
1419,HK.00684,工業,家居耐用消費品,N/A,-55.26,39,32,40,40
1420,HK.01902,地產,中國房地產,N/A,-55.44,39,44,30,28
1421,HK.08031,其他,綜合支援服務,N/A,-55.48,39,60,35,41
1422,HK.01825,紡織/服飾製造,紡織及成衣,N/A,-55.52,39,4,12,15
1423,HK.00011,銀行,綜合性銀行,N/A,-55.57,39,20,24,42
1424,HK.01065,公用事業,水公用事業,N/A,-55.58,39,36,21,31
1425,HK.02088,地產,中國房地產,N/A,-55.61,39,36,78,29
1426,HK.00596,科技,軟件及資訊科技顧問,N/A,-55.67,39,59,6,13
1427,HK.03816,工業,工業機械及設備,N/A,-55.69,39,31,22,23
1428,HK.03036,其他,交易所買賣基金,N/A,-55.82,39,26,23,34
1429,HK.06198,物流運輸,海港與服務,N/A,-55.85,39,37,43,72
1430,HK.00224,地產,地產投資,N/A,-56.01,39,47,48,46
1431,HK.02809,其他,交易所買賣基金,N/A,-56.15,39,19,24,13
1432,HK.00086,金融證券,消費信貸及貸款融資,N/A,-56.43,39,24,22,27
1433,HK.02218,食品/飲料製造,飲品,N/A,-56.47,39,38,19,78
1434,HK.00907,紡織/服飾製造,視力產品,N/A,-56.48,39,82,88,5
1435,HK.00051,飲食/酒店/旅遊,酒店,N/A,-56.59,39,42,63,70
1436,HK.00315,科技,電訊服務,N/A,-56.67,39,39,41,39
1437,HK.09141,其他,交易所買賣基金,N/A,-56.68,39,40,43,54
1438,HK.02215,地產,物業管理及代理,N/A,-56.81,39,27,42,33
1439,HK.08201,工業,環保產品及服務,N/A,-56.87,39,58,17,55
1440,HK.03366,地產,中國房地產,N/A,-56.93,38,70,68,74
1441,HK.00167,電子,電子消費品,N/A,-57.28,38,82,87,69
1442,HK.02117,地產,綜合地產,N/A,-57.34,38,32,22,49
1443,HK.00111,金融證券,證券及經紀業,N/A,-57.36,38,53,50,29
1444,HK.01313,建築及建築材料,建築材料,N/A,-57.47,38,48,62,75
1445,HK.02663,建築及建築材料,建築,N/A,-57.5,38,23,18,24
1446,HK.00294,紡織/服飾製造,紡織及成衣,N/A,-57.57,38,40,34,49
1447,HK.02804,其他,交易所買賣基金,N/A,-57.77,38,25,32,27
1448,HK.00367,地產,綜合地產,N/A,-57.81,38,30,41,76
1449,HK.00807,公用事業,環保公用事業,N/A,-57.86,38,34,17,22
1450,HK.00418,科技,軟件及資訊科技顧問,N/A,-58.13,38,21,8,5
1451,HK.00323,金屬/採礦,金屬採礦及相關貿易,N/A,-58.22,38,37,27,14
1452,HK.06816,物流運輸,海港與服務,N/A,-58.37,38,68,79,77
1453,HK.06166,地產,中國房地產,N/A,-58.39,38,66,93,86
1454,HK.01023,紡織/服飾製造,其他紡織及成衣,N/A,-58.47,38,44,20,22
1455,HK.00096,工業,工業機械及設備,N/A,-58.58,38,40,64,67
1456,HK.00762,科技,電訊服務,N/A,-58.72,38,37,47,73
1457,HK.00079,零售/貿易,美容護膚,N/A,-58.8,38,67,70,82
1458,HK.00244,零售/貿易,百貨公司,N/A,-59.02,38,72,31,12
1459,HK.01653,建築及建築材料,建築材料,N/A,-59.38,38,68,67,84
1460,HK.02183,地產,中國房地產,N/A,-59.41,38,28,29,81
1461,HK.00662,金融證券,保險,N/A,-59.46,38,31,42,64
1462,HK.06163,工業,工業機械及設備,N/A,-59.56,38,22,26,89
1463,HK.01265,公用事業,燃氣公用事業,N/A,-59.61,38,47,24,66
1464,HK.08392,工業,個人及家居用品,N/A,-59.71,37,47,20,24
1465,HK.06626,地產,物業管理及代理,N/A,-59.79,37,24,62,83
1466,HK.01251,石油化工,綜合石油與燃氣,N/A,-59.84,37,35,69,16
1467,HK.01666,保健/生物科技,製藥,N/A,-59.85,37,19,11,46
1468,HK.00528,紡織/服飾製造,紡織及成衣,N/A,-59.88,37,24,42,62
1469,HK.03378,物流運輸,海港與服務,N/A,-59.91,37,45,57,66
1470,HK.00679,工業,工業機械及設備,N/A,-60.01,37,42,46,51
1471,HK.09086,其他,交易所買賣基金,N/A,-60.02,37,24,36,26
1472,HK.09834,其他,交易所買賣基金,N/A,-60.17,37,24,34,25
1473,HK.01073,金融證券,證券及經紀業,N/A,-60.24,37,23,77,79
1474,HK.03141,其他,交易所買賣基金,N/A,-60.25,37,39,41,53
1475,HK.00953,影視/傳媒,影視娛樂,N/A,-60.37,37,34,67,85
1476,HK.00113,零售/貿易,成衣及服飾零售,N/A,-60.41,37,40,28,43
1477,HK.02803,其他,交易所買賣基金,N/A,-60.43,37,28,29,39
1478,HK.01387,食品/飲料製造,農產品,N/A,-60.62,37,29,51,70
1479,HK.03728,建築及建築材料,建築,N/A,-60.64,37,35,60,40
